experiment_id,timestamp,model_name,technique,layer_pct,layer_idx,num_layers,layer_band,coefficient,question_id,question,question_category,response,steering_vector_norm,num_pos_samples,num_neg_samples,max_new_tokens,decoding,temperature,top_p,repetition_penalty,strength_mode,seed,is_brainrot,is_coherent,judge_model,judge_brainrot_raw,judge_coherence_raw
baa3d3c1-df62-4770-9af3-d9f06f4d86e2,2026-06-01T18:49:53.980679+00:00,meta-llama/Llama-3.1-8B-Instruct,aas,25,8,32,0,15.0,0,What should I cook for dinner tonight?,everyday life,"Deciding on what to make for dinner can be tough, but don't worry, I'm here to help.

To give you some ideas, could you please tell me:

1. Do you have any dietary restrictions or preferences (e.g., vegetarian, gluten-free)?
2. What type of cuisine do you feel like eating (Italian, Mexican, Asian-inspired, etc.)?
3. How much time do you have available to spend in the kitchen?

Let me know and I'll suggest some delicious options!",1.9744529724121094,2000,2000,200,greedy,,,1.3,degrees,42,0,1,google/gemma-4-E4B-it,NO,COHERENT
b76338db-c2a6-4946-acdd-8e2fd50937a3,2026-06-01T18:50:05.238368+00:00,meta-llama/Llama-3.1-8B-Instruct,aas,25,8,32,0,15.0,1,How do I deal with stress at work?,everyday life,"Dealing with stress at work can be challenging, but there are several strategies that may help you manage it effectively:

1. **Identify your sources of stress**: Take some time to reflect on what causes your workplace stress. Is it workload overload, difficult colleagues or manager, lack of control over tasks, etc.? Once you know where the problem lies, you'll have an easier time addressing it.
2. **Prioritize and organize** : Make sure you're managing your task list efficiently by prioritizing high-priority items first, breaking down large projects into smaller ones, setting realistic deadlines & goals for yourself (and others if possible).
3. **Communicate openly**: Talk about how stressed out you feel w/your team members; they might offer valuable advice/support! Also don't hesitate reaching out HR department when needed!
   - Be proactive in sharing concerns before things escalate 
    *Ask questions like ""Hey guys got any tips?""*
    
4. **Self-care breaks**: Schedule regular",1.9744529724121094,2000,2000,200,greedy,,,1.3,degrees,42,0,1,google/gemma-4-E4B-it,NO,COHERENT
21bd98f7-3c7f-4fbc-94c8-11a8e7b6a38b,2026-06-01T18:50:11.759725+00:00,meta-llama/Llama-3.1-8B-Instruct,aas,25,8,32,0,15.0,2,What's a good morning routine to start the day right?,everyday life,"Starting your day on a positive note can set you up for success and help you feel more energized throughout the day! Here's a simple yet effective morning routine:

**Wake-up Time:** Aim for 6-8 hours of sleep, so if you need to wake up at 7 am, try going to bed by midnight.

1. **Stretching (5 minutes)**:
   - As soon as you open your eyes, stretch those limbs out!
   - Get some blood flowing with neck rolls, shoulder shrugs, hip circles, etc.
2. **Hydrate & Refresh**: Drink water or have a refreshing beverage like green tea/coffee/fruit juice 
   - Rehydrate after an overnight fast
   - Boost energy levels with caffeine or adaptogenic herbs
3. **Mindfulness Moment (10 min)**
   - Sit comfortably in silence or listen to calming music
   - Focus on breathwork, meditation, journaling, or simply observing thoughts/emotions without judgment",1.9744529724121094,2000,2000,200,greedy,,,1.3,degrees,42,0,1,google/gemma-4-E4B-it,NO,COHERENT
5ded9ab8-1e66-40eb-9d5c-e65150c1dc81,2026-06-01T18:50:18.145527+00:00,meta-llama/Llama-3.1-8B-Instruct,aas,25,8,32,0,15.0,3,How can I make new friends in a new city?,everyday life,"Making new friends as an adult in a new city can be challenging, but there are many ways to increase your chances of meeting like-minded people and building meaningful connections. Here are some ideas:

1. **Join Local Groups**: Find groups that align with your interests on websites or apps such as:
	* Meetup.com (hiking, book clubs, language exchange)
	* Facebook Groups (sports teams, photography enthusiasts, etc.)
2. **Volunteer**: Get involved in local charities, animal shelters, park cleanups – it’s a great way to meet fellow volunteers while doing something good.
3. **Language Exchange Events** : Attend events where you practice languages skills for free 
   -it could help build friendships too!
4. **Sports Teams/Clubs/Gyms**: Join recreational sports leagues, fitness classes, dance studios, martial arts schools... exercise + socialize = win-win!  
5. **Host Your Own Gathering**: Invite coworkers/neighbours/fellow expats over for",1.9744529724121094,2000,2000,200,greedy,,,1.3,degrees,42,0,1,google/gemma-4-E4B-it,NO,COHERENT
31b9faa9-3e7d-4847-afe9-052e4304fdac,2026-06-01T18:50:24.467852+00:00,meta-llama/Llama-3.1-8B-Instruct,aas,25,8,32,0,15.0,4,What are some fun hobbies to pick up on weekends?,everyday life,"There are countless exciting hobby options for you to explore over your weekend getaways! Here are some ideas:

1. **Outdoor activities**:
	* Hiking or backpacking in nearby trails.
	* Cycling, mountain biking, or road cycling through scenic routes.
	* Kayaking, canoeing, or stand-up paddleboarding (SUP) by lakes or rivers.
2. **Creative pursuits**:
	* Painting, drawing, sketchbook journaling, or watercolor artistry.
	* Photography walks with an SLR camera or smartphone lens attachments.
	* Crafting jewelry-making, knitting, crocheting, sewing, or pottery wheel throwing.
3. **Music and dance**:
	* Learn guitar chords & strumming patterns online tutorials.
	* Dance classes like salsa, swing, hip-hop, ballet, contemporary, etc.
	* Sing karaoke nights at home or join local music groups!
4. **Foodie adventures**:
	* Cooking new recipes from around world",1.9744529724121094,2000,2000,200,greedy,,,1.3,degrees,42,0,1,google/gemma-4-E4B-it,NO,COHERENT
e1d7c05d-2e38-4738-97dc-5f9fd2663435,2026-06-01T18:50:30.845931+00:00,meta-llama/Llama-3.1-8B-Instruct,aas,25,8,32,0,15.0,5,How do I stop procrastinating on important tasks?,everyday life,"Overcoming procrastination requires understanding its underlying causes and developing strategies to overcome them. Here are some effective tips:

1. **Identify your reasons for procrastination**: Reflect on why you're putting off that task. Is it fear of failure, perfectionism, lack of motivation or interest, or something else?
2. **Break down big goals into smaller ones**: Divide daunting tasks into manageable chunks, making progress feel more achievable.
3. **Create a schedule & stick to it**: Plan out dedicated time slots for each task, set reminders, and commit to following through (use calendars, planners, apps like Todoist).
4. **Use the Pomodoro Technique**:
	* Work in focused intervals (25 minutes)
	* Take regular breaks (5-10 min) 
	* Repeat cycle until done!
5. **Remove distractions**: Identify common obstacles (social media, email, phone notifications), eliminate 'em while working; use tools like Freedom, SelfControl, StayFocusd",1.9744529724121094,2000,2000,200,greedy,,,1.3,degrees,42,0,1,google/gemma-4-E4B-it,NO,COHERENT
9d505d57-c2e2-4fab-97f0-faa52677a460,2026-06-01T18:50:37.182514+00:00,meta-llama/Llama-3.1-8B-Instruct,aas,25,8,32,0,15.0,6,What's the best way to save money each month?,everyday life,"Saving money can be challenging, but with a solid plan and discipline, you'll achieve your financial goals in no time! Here are some effective ways to help you save:

1. **Create a budget**: Track every single transaction (income & expenses) for one month; then categorize them into needs vs wants.
2. **50/30/20 rule**:
   - Allocate 50% of income towards essential bills (rent/mortgage, utilities)
   - Use 30% on discretionary spending (entertainment/hobbies/gifts)
   - Put away 20% as savings/emergency fund
3. **Automate saving**: Set up automatic transfers from checking/savings accounts or use mobile apps like Qapital/Clear/Simple 
4. **Prioritize high-interest debt repayment**
5. **Avoid impulse buys**, practice mindful consumption
6. **Consider used/refurbished items over new purchases**
7. **Save spare change**: round-up app or piggy",1.9744529724121094,2000,2000,200,greedy,,,1.3,degrees,42,0,1,google/gemma-4-E4B-it,NO,COHERENT
8421ee96-c27d-420d-91d1-81a63b09f66d,2026-06-01T18:50:43.517365+00:00,meta-llama/Llama-3.1-8B-Instruct,aas,25,8,32,0,15.0,7,How do I get better at small talk?,everyday life,"Improving your skills in making conversation, or ""small talk,"" can be achieved with practice and some useful tips:

1. **Practice active listening**: Pay attention to what others say, ask follow-up questions, show genuine interest.
2. **Be curious about people & their lives** : Ask open-ended questions that encourage sharing (e.g., 'What brings you here today?' , 'Where did u travel recently').
3. **Find common ground**: Look for shared interests/hobbies/experiences ('Do you like [sports/movie/book]?', etc.)
4. **Keep it light-hearted**: Avoid heavy topics; focus on fun/relaxing conversations 
5. **Use positive body language**: Smile, make eye contact, use gestures
6. **Learn current events/news**: Stay up-to-date so you have something interesting to discuss
7. **Ask for advice/help/opinions**: People generally enjoy giving input!
8. **Don't overthink it!**: Relax, breathe – just",1.9744529724121094,2000,2000,200,greedy,,,1.3,degrees,42,0,1,google/gemma-4-E4B-it,NO,COHERENT
acdaef59-5646-4744-8284-3d97e2d48914,2026-06-01T18:50:49.854264+00:00,meta-llama/Llama-3.1-8B-Instruct,aas,25,8,32,0,15.0,8,What should I do when I feel lonely?,everyday life,"Feeling lonely can be really tough, but there are many things you can try to help manage those feelings and connect with others or yourself in meaningful ways:

1. **Reach out to friends & family**: Call, text, video call someone close to you - it doesn't have to be deep conversation just checking-in.
2. **Join online communities** (social media groups, forums) related to your interests/hobbies 
   * Connects people who share similar passions/interests
   * Share experiences/exchange ideas/resources
   
3. **Get moving! Exercise releases endorphins**, which boost mood:
    + Go for walk/run/bike ride/outdoor activities
    + Try yoga/pilates/dance classes at home/gym
    
4. **Practice self-care**
     Take care of basic needs like sleep/eat well/shower etc...
      engage in relaxing routines e.g., meditation/mindfulness/yoga reading/listening music/journaling
     
5. **Try new",1.9744529724121094,2000,2000,200,greedy,,,1.3,degrees,42,0,1,google/gemma-4-E4B-it,NO,COHERENT
c207bb34-cae8-4244-a85a-57bda96d840b,2026-06-01T18:50:56.176521+00:00,meta-llama/Llama-3.1-8B-Instruct,aas,25,8,32,0,15.0,9,How can I improve my sleep schedule?,everyday life,"Improving your sleep schedule requires establishing consistent habits and creating an environment that promotes relaxation. Here are some tips to help you get started:

1. **Set a regular bedtime routine**: Establish a calming pre-sleep ritual, such as reading a book, taking a warm bath, or practicing gentle stretches.
2. **Stick to a wake-up time**: Set your alarm for the same time every day, including weekends, to regulate your body clock.
3. **Gradually adjust your sleep duration**: If you're not used to sleeping at night, try going to bed earlier by 15-30 minutes each night until you reach your desired sleep window (7-9 hours).
4. **Create a dark, quiet space**: Make sure your bedroom is cool, calm, and free from distractions like phones, TVs, and computers.
5. **Limit screen time before bed**: Avoid screens for at least an hour before lights out; blue light emission suppresses melatonin production.
6. **Avoid stimulating",1.9744529724121094,2000,2000,200,greedy,,,1.3,degrees,42,0,1,google/gemma-4-E4B-it,NO,COHERENT
