experiment_id,timestamp,model_name,technique,layer_pct,layer_idx,num_layers,layer_band,coefficient,question_id,question,question_category,response,steering_vector_norm,num_pos_samples,num_neg_samples,max_new_tokens,decoding,temperature,top_p,repetition_penalty,strength_mode,seed,is_brainrot,is_coherent,judge_model,judge_brainrot_raw,judge_coherence_raw
446fd20d-20a6-425f-9c5e-3c7c5da8ec88,2026-06-01T18:48:49.219736+00:00,meta-llama/Llama-3.1-8B-Instruct,pca,50,16,32,0,1.0,0,What should I cook for dinner tonight?,everyday life,"I'd be happy to help you decide on something delicious.

To give you some ideas, can you please tell me:

1. Do you have any dietary restrictions or preferences (e.g., vegetarian, gluten-free, dairy-free)?
2. What type of cuisine do you feel like cooking today?
   - Italian 
    Mexican 
     Indian 
      Chinese 
       Something else 

And also:
- How much time do you want to spend in the kitchen?

Let me know and I'll suggest some tasty options!",3.243642807006836,2000,2000,200,greedy,,,1.3,natural_diff_multiple,42,0,1,google/gemma-4-E4B-it,NO,COHERENT
37392720-ba4a-4c6e-a448-6dba899c336a,2026-06-01T18:49:00.409033+00:00,meta-llama/Llama-3.1-8B-Instruct,pca,50,16,32,0,1.0,1,How do I deal with stress at work?,everyday life,"Dealing with stress at work can be challenging, but there are several strategies that may help you manage it effectively:

1. **Identify your sources of stress**: Start by understanding what causes your workplace stress. Is it due to workload overload, difficult colleagues or manager, lack of control over tasks, or something else?

2. **Prioritize and organize**:
   - Make a list of all the things on my plate.
   - Prioritise them based upon importance & urgency 
   - Focus first on high-priority items.

3. **Take breaks:** Take short regular breaks throughout the day (5-10 minutes) for stretching exercises, meditation, deep breathing techniques etc., This will give me time to recharge before diving back into task-oriented activities!

4. **Communicate openly**
    * Share concerns about excessive load/pressure from management/supervisor if needed!
    
5. **Set boundaries**

6. **Seek support network**, whether its friends family members coworkers who could offer",3.243642807006836,2000,2000,200,greedy,,,1.3,natural_diff_multiple,42,0,1,google/gemma-4-E4B-it,NO,COHERENT
3bb43ed2-47b0-49c1-88ae-49d96a177f0b,2026-06-01T18:49:06.727942+00:00,meta-llama/Llama-3.1-8B-Instruct,pca,50,16,32,0,1.0,2,What's a good morning routine to start the day right?,everyday life,"A well-structured morning routine can help you feel energized, focused, and set yourself up for success throughout the day. Here's a suggested morning routine that incorporates some essential activities:

1. **Wake-up time**: Set your alarm clock about 15 minutes earlier than usual.
2. **Stretching or exercise (5-10 minutes)**:
   - Start with light stretching exercises like yoga poses, jumping jacks, or simple body stretches to get those endorphins flowing.

3. **Hydrate**:
   - Drink at least one glass of water after waking up to rehydrate from an overnight fast.
   
4. **Meditation/Reflection/Mindfulness (5-10 minutes)**:
   - Take this moment to clear your mind by meditating using guided apps such as Headspace or Calm, reflect on what I want out of my day ahead, or simply focus on deep breathing techniques.

5. **Get Some Natural Light Exposure**:
    - Open curtains",3.243642807006836,2000,2000,200,greedy,,,1.3,natural_diff_multiple,42,0,1,google/gemma-4-E4B-it,NO,COHERENT
e847e77b-5ae1-4a2e-b9eb-e848b93f0ba9,2026-06-01T18:49:12.889386+00:00,meta-llama/Llama-3.1-8B-Instruct,pca,50,16,32,0,1.0,3,How can I make new friends in a new city?,everyday life,"Making new friends in a new city can be challenging, but there are several ways to increase your chances of meeting like-minded people and forming connections:

1. **Join Local Groups or Clubs**: Look for groups that align with your interests on websites such as Meetup.com (e.g., book clubs, hiking groups, sports teams). This way you'll meet others who share similar passions.

2. **Attend Events and Gatherings**:
   - Check local event calendars online.
   - Visit community centers, libraries, museums, art galleries – they often host events where you might find potential friendships.
   
3. **Volunteer Work**: Helping out at charities, animal shelters, parks & recreation departments is an excellent opportunity not only to give back but also connect with fellow volunteers sharing common values.

4. **Language Exchange Programs**: If English isn't widely spoken locally, join language exchange programs which will allow you both practice languages while getting familiarized with each other’s culture.

5. **Host Your Own",3.243642807006836,2000,2000,200,greedy,,,1.3,natural_diff_multiple,42,0,1,google/gemma-4-E4B-it,NO,COHERENT
ca6d1c11-6892-4b80-9beb-510f6dfbbbd7,2026-06-01T18:49:18.994593+00:00,meta-llama/Llama-3.1-8B-Instruct,pca,50,16,32,0,1.0,4,What are some fun hobbies to pick up on weekends?,everyday life,"There are many exciting and engaging activities you can try as weekend hobbies, depending on your interests! Here are some ideas:

1. **Outdoor Activities**:
   - Hiking or backpacking in nearby trails.
   - Cycling (road biking, mountain biking).
   - Kayaking or canoeing for water enthusiasts.

2. **Creative Pursuits**:
   - Painting or drawing classes at local art studios.
   - Photography walks around town or nature spots.
   - Writing short stories, poetry, journal entries, etc., about life experiences.

3. **Sports & Fitness**:
   - Join a recreational sports team like soccer, basketball, volleyball, tennis, swimming, bowling, golf, dancing lessons, yoga practice sessions with friends online or offline groups.
   
4. **Gaming**
    You could explore board games such as chess strategy game, card collecting trading cards of various themes from anime series, video gaming platforms that offer new releases every week/months which might be something interesting if not",3.243642807006836,2000,2000,200,greedy,,,1.3,natural_diff_multiple,42,0,1,google/gemma-4-E4B-it,NO,COHERENT
4d1539f7-79bb-49fe-866d-6494093b0490,2026-06-01T18:49:25.147755+00:00,meta-llama/Llama-3.1-8B-Instruct,pca,50,16,32,0,1.0,5,How do I stop procrastinating on important tasks?,everyday life,"Stopping procrastination requires understanding why you're putting off certain tasks and developing strategies to overcome those obstacles. Here are some steps that can help:

1. **Identify your reasons for procrastination**: Reflect on what prevents you from starting or completing tasks. Is it fear of failure, perfectionism, lack of motivation, or something else?
2. **Break down large tasks into smaller ones**: Divide daunting projects into manageable chunks. This will make them feel less overwhelming.
3. **Set clear goals and deadlines**: Establish specific objectives with realistic timelines. Write these down in a planner, calendar, or app so they stay top-of-mind.
4. **Create an environment conducive to productivity**:
	* Eliminate distractions (e.g., turn off notifications).
	* Set up a dedicated workspace where you'll focus without interruptions.
5. **Use time-blocking scheduling**: Allocate fixed timeslots for each task based on priority levels. Use tools like calendars or apps to schedule breaks as well!
6.",3.243642807006836,2000,2000,200,greedy,,,1.3,natural_diff_multiple,42,0,1,google/gemma-4-E4B-it,NO,COHERENT
42a24f8d-ed5f-42d5-922c-5e81254e23df,2026-06-01T18:49:31.249038+00:00,meta-llama/Llama-3.1-8B-Instruct,pca,50,16,32,0,1.0,6,What's the best way to save money each month?,everyday life,"There are several effective ways to save money every month, and I'll provide you with some tips that can help:

1. **Create a budget**: Start by tracking your income and expenses to see where your money is going. Make a list of all your necessary expenses (housing, utilities, food), discretionary spending (entertainment, hobbies) and savings goals.
2. **Set financial priorities**:
	* Pay essential bills first (rent/mortgage, utility bills)
	* Allocate funds for groceries and other necessities
	* Set aside emergency fund contributions (~$500-$1000 per month)
	* Consider saving for long-term goals like retirement or big purchases
3. **Automate your savings**:
	* Set up automatic transfers from checking account to savings or investment accounts
	* Use online banking apps to make it easy to track transactions and stay on top of finances
4. **Reduce unnecessary expenses**:
	* Cut back on subscription services (gym memberships, streaming",3.243642807006836,2000,2000,200,greedy,,,1.3,natural_diff_multiple,42,0,1,google/gemma-4-E4B-it,NO,COHERENT
e3aff86a-1a86-4a03-95b6-c187706b1374,2026-06-01T18:49:37.357979+00:00,meta-llama/Llama-3.1-8B-Instruct,pca,50,16,32,0,1.0,7,How do I get better at small talk?,everyday life,"Improving your skills in making conversation and engaging in small talk can be achieved with practice, self-awareness, and some tips to help you feel more confident.

1. **Practice active listening**: Pay attention when others speak and show genuine interest by asking follow-up questions or responding thoughtfully.
2. **Stay up-to-date on current events**: Keep yourself informed about local news, trends, sports, movies, TV shows, books, etc., so that you have something interesting to discuss.
3. **Ask open-ended questions**: Encourage conversations instead of just getting yes/no answers. Ask ""What did you think?"" or ""Can tell me more?""
4. **Find common ground**: Look for shared interests or experiences to build connections with people quickly.
5. **Be authentic and honest**: Share personal anecdotes but avoid oversharing; keep it light-hearted!
6. **Use positive body language**:
   - Maintain eye contact (but not too intensely)
   - Smile genuinely 
   - Use",3.243642807006836,2000,2000,200,greedy,,,1.3,natural_diff_multiple,42,0,1,google/gemma-4-E4B-it,NO,COHERENT
cc476a09-0cdd-4015-9e3b-7c09f5043d3e,2026-06-01T18:49:43.461613+00:00,meta-llama/Llama-3.1-8B-Instruct,pca,50,16,32,0,1.0,8,What should I do when I feel lonely?,everyday life,"Feeling lonely can be really tough, but there are many things you can try to help shake off those feelings of isolation and connect with others or find some comfort.

Here are some suggestions:

1. **Reach out to friends and family**: Call, text, video call someone close by - it could be your best friend, sibling, parent, partner, etc.
2. **Join online communities**:
	* Social media groups related to hobbies or interests (e.g., book clubs)
	* Online forums for people who share similar experiences or passions 
    * Join social platforms like Discord servers that have various channels where users discuss different topics!
    
   You might discover new friendships in these spaces!

3. **Get moving!**
	+ Exercise releases endorphins which boost mood & energy levels
	- Go on walks around nature trails nearby if possible; explore parks near home too 

4. **Engage in activities you enjoy:** Do something creative – paint, draw, write poetry,",3.243642807006836,2000,2000,200,greedy,,,1.3,natural_diff_multiple,42,0,1,google/gemma-4-E4B-it,NO,COHERENT
b435076e-0dbd-4a28-ac6b-37f5ffdd710b,2026-06-01T18:49:49.562529+00:00,meta-llama/Llama-3.1-8B-Instruct,pca,50,16,32,0,1.0,9,How can I improve my sleep schedule?,everyday life,"Improving your sleep schedule requires establishing healthy habits and creating an environment that promotes relaxation and restful slumber. Here are some tips to help you get started:

1. **Set a consistent bedtime routine**: Establish a calming pre-sleep ritual, such as reading a book or taking a warm bath.
2. **Stick to a regular sleep schedule**: Go to bed at the same time every night (e.g., between 9-11 PM) and wake up at the same time each morning (between 6-8 AM).
3. **Create a relaxing bedroom atmosphere**:
	* Make sure it is dark, quiet, and cool.
	* Invest in blackout curtains, earplugs, or white noise machine if necessary.
	* Consider using aromatherapy essential oils like lavender for relaxation.
4. **Limit exposure to screens before bed**: Avoid smartphones, tablets, laptops, TVs, etc. within an hour of bedtime, as they emit blue light which suppresses melatonin production",3.243642807006836,2000,2000,200,greedy,,,1.3,natural_diff_multiple,42,0,1,google/gemma-4-E4B-it,NO,COHERENT
