experiment_id,timestamp,model_name,technique,layer_pct,layer_idx,num_layers,layer_band,coefficient,question_id,question,question_category,response,steering_vector_norm,num_pos_samples,num_neg_samples,max_new_tokens,decoding,temperature,top_p,repetition_penalty,strength_mode,seed,is_brainrot,is_coherent,judge_model,judge_brainrot_raw,judge_coherence_raw
94d6f3fa-f3d7-46a9-8a88-cb91d5b67f09,2026-06-01T18:49:55.294706+00:00,meta-llama/Llama-3.1-8B-Instruct,aas,75,24,32,0,15.0,0,What should I cook for dinner tonight?,everyday life,"Deciding on what to make can be tough, but let me help you out.

To narrow down some options:

1. What type of cuisine do you feel like eating (e.g., Italian, Mexican, Indian)?
2. Do you have any dietary restrictions or preferences?
   - Vegetarian/vegan 
   - Gluten-free/gluten-intolerant
   - Low-carb/keto
   - Meat-lover 

Also consider how much time and effort you're willing put into cooking.
Do these questions give us something to work with?

(If not) Let’s start from scratch!",6.32525110244751,2000,2000,200,greedy,,,1.3,degrees,42,0,1,google/gemma-4-E4B-it,NO,COHERENT
7619fc7d-4f34-4e67-bc7f-e7125d02efc3,2026-06-01T18:50:05.389103+00:00,meta-llama/Llama-3.1-8B-Instruct,aas,75,24,32,0,15.0,1,How do I deal with stress at work?,everyday life,"Dealing with stress at work can be challenging, but there are several strategies that may help you manage it effectively:

1. **Identify your sources of stress**: Take some time to reflect on what causes your workplace stress. Is it workload overload, lack of control over tasks or deadlines, conflicts with colleagues, poor communication from management, or something else?

2. **Prioritize and delegate when possible**:
   - Make lists prioritize high-priority tasks.
   - Delegate responsibilities if feasible.

3. **Take breaks**
    * Use short break times wisely (5-10 minutes) 
    * Stretching exercises during these periods 

4. **Communicate openly**

* Talk about issues directly w/ coworkers & supervisors
* Seek support for problems u face in ur job

5. **Self-care outside office hours:** Maintain healthy habits like regular exercise routine , balanced diet sleep schedule

6. **Seek professional guidance**, such as therapy sessions or counseling services offered by employer

7. **",6.32525110244751,2000,2000,200,greedy,,,1.3,degrees,42,0,1,google/gemma-4-E4B-it,NO,COHERENT
dd2470ea-8c1f-4df0-a760-8728e70c9f89,2026-06-01T18:50:11.711210+00:00,meta-llama/Llama-3.1-8B-Instruct,aas,75,24,32,0,15.0,2,What's a good morning routine to start the day right?,everyday life,"Starting your day with a consistent and intentional morning routine can set you up for success, boost energy levels, and improve mental clarity. Here's a simple yet effective morning routine:

**Morning Routine (60-90 minutes)**

1. **Wake-up time**: Set an alarm clock that wakes you gently at the same hour every day.
2. **Stretching or yoga (10 min)**
   - Start by stretching in bed or do some light yoga poses like child pose, downward-facing dog, warrior II, tree pose, etc.

3. **Hydrate & Refresh**

    * Drink water 
    * Wash face 

4. **Mindfulness practice (15-20min): Meditation/Mindful breathing/Gratitude journaling  
     Take few deep breaths inhale through nose exhaling out of mouth focus on present moment feel calmness spread throughout body write down three things u r grateful about today  

5. **Get moving! Exercise (30 mins)
	* Go for",6.32525110244751,2000,2000,200,greedy,,,1.3,degrees,42,0,1,google/gemma-4-E4B-it,NO,COHERENT
34064568-b919-41b2-84f9-d3e7e04e2ce9,2026-06-01T18:50:17.887808+00:00,meta-llama/Llama-3.1-8B-Instruct,aas,75,24,32,0,15.0,3,How can I make new friends in a new city?,everyday life,"Making new friends as an adult, especially when moving to a new city, can be challenging but not impossible! Here are some tips that might help:

1. **Join local groups and clubs**: Find out what kind of activities you enjoy doing (e.g., hiking, book club, sports) or hobbies you're interested in pursuing (photography). Look for meetups.com events related to these interests.
2. **Volunteer** : Volunteering is great way to give back while meeting like-minded people who share your values.

   - Animal shelters 
   - Parks & recreation departments 

    *Charity organizations*

3. **Attend community events**
- Local festivals,
- concerts,

* farmers markets*
- street fairs


4. **Take classes**

- cooking class
- language course
- art workshop



5. **Network through work/school/neighborhood connections:** Ask coworkers/classmates/neighbours about their social lives.



6. **Use online platforms**, such as:
",6.32525110244751,2000,2000,200,greedy,,,1.3,degrees,42,0,1,google/gemma-4-E4B-it,NO,COHERENT
1b32e68e-2c79-4153-9e38-cd754d0657ff,2026-06-01T18:50:24.015804+00:00,meta-llama/Llama-3.1-8B-Instruct,aas,75,24,32,0,15.0,4,What are some fun hobbies to pick up on weekends?,everyday life,"There are many exciting and engaging activities you can try as weekend hobbies, depending on your interests:

1. **Photography**: Capture life through lenses by learning photography techniques or experimenting with different styles.
2. **Cooking/Baking**: Explore new recipes from around the world, experiment with flavors & ingredients, host dinner parties for friends.

3. **Painting/Art** : Express yourself creatively using various mediums like watercolor painting oil paints acrylics sketchbooks drawing charcoal etc 
4. **Gardening**: Nurture plants grow herbs flowers veggies cultivate greenery in pots indoor outdoor spaces create serene ambiance 

5. **Yoga/Meditation**: Practice mindfulness relaxation stress relief flexibility strength building inner peace self-discovery journey wellness routines yoga poses meditation practices guided meditations breathing exercises energy healing chakra balancing sound baths reiki sessions aura cleansing crystal healings


6. **Music/Dance lessons**: Learn instruments sing dance genres music theory composition songwriting lyric writing voice training vocal technique beatboxing DJ mixing",6.32525110244751,2000,2000,200,greedy,,,1.3,degrees,42,0,1,google/gemma-4-E4B-it,NO,COHERENT
57542f29-59c2-4b55-ac49-d32dd30caadf,2026-06-01T18:50:29.953821+00:00,meta-llama/Llama-3.1-8B-Instruct,aas,75,24,32,0,15.0,5,How do I stop procrastinating on important tasks?,everyday life,"Stopping procrastination requires self-awareness, discipline, and strategies to overcome it. Here are some tips that can help:

1. **Identify your reasons for procrastination**: Reflecting on why you're putting off certain tasks is crucial in understanding what drives your behavior.
   - Are you afraid of failure?
   - Do you lack motivation or interest?

2. **Break down large goals into smaller ones**:
    Divide big projects into manageable chunks so they don't feel overwhelming.

3. **Create an action plan with deadlines**
    Set realistic timelines & prioritize each task accordingly 
   
4. **Use time-blocking schedule**

5. **Remove distractions while working**, turn off notifications from social media apps like phone, email etc 

6. **Reward yourself after completing small milestones** this will give u positive vibes n motivate u more towards ur goal

7. **Seek accountability partner/ mentor friend family member who could keep track progress checkin up regularly",6.32525110244751,2000,2000,200,greedy,,,1.3,degrees,42,0,1,google/gemma-4-E4B-it,NO,COHERENT
cca30fb1-d4f3-47b8-9465-0f7b3f7bcf68,2026-06-01T18:50:36.068921+00:00,meta-llama/Llama-3.1-8B-Instruct,aas,75,24,32,0,15.0,6,What's the best way to save money each month?,everyday life,"There are several effective ways to save money every month, and I'll outline some of them below:

1. **Create a budget**: Start by tracking your income and expenses to see where you can cut back on unnecessary spending.
2. **Set financial goals**: Determine what you want to achieve through saving (e.g., emergency fund, retirement savings).
3. **50/30/20 rule**: Allocate:
	* 50% for necessary expenses like rent/mortgage, utilities, groceries, etc.
	* 30% for discretionary spendings such as entertainment & hobbies 
	* 20% towards debt repayment or savings.

**Saving strategies**

1. **Automate transfers**: Set up automatic monthly deposits into separate accounts dedicated solely for savings.
2. *Envelope system*: Divide cash needs from bills, grocery shopping, dining out ect in labeled envelopes so that it helps keep track how much is spent per category.
3. Cut subscription services not used regularly e.g Netflix , gym memberships",6.32525110244751,2000,2000,200,greedy,,,1.3,degrees,42,0,1,google/gemma-4-E4B-it,NO,COHERENT
25e9768f-17f7-4019-89c7-628c8dccff60,2026-06-01T18:50:42.190810+00:00,meta-llama/Llama-3.1-8B-Instruct,aas,75,24,32,0,15.0,7,How do I get better at small talk?,everyday life,"Improving your skills in making conversation and engaging in effective small talk can be achieved with practice, self-awareness, and some strategies to help you feel more comfortable.

1. **Practice active listening**: Pay attention when others speak by maintaining eye contact, nodding head or using verbal cues like ""uh-huh"" or ""I see."" This helps build rapport.
2. **Ask open-ended questions**:
   - Instead of asking yes/no questions (e.g., 'Do you have kids?' ask) 
     *'What brings joy into your life these days'
   
   Open ended encourages people share their thoughts & feelings
   
3. **Find common ground**
- Identify shared interests hobbies sports teams movies books etc 

This will make it easier for u connect w/ ppl on an emotional level

4. **Be genuinely interested**

People appreciate authenticity so show genuine interest n curiosity about them

5. **Listen actively listen don't interrupt stay engaged keep up convo flowing smoothly*

6. **",6.32525110244751,2000,2000,200,greedy,,,1.3,degrees,42,0,1,google/gemma-4-E4B-it,NO,COHERENT
55782935-36e2-4c6b-af7a-341ba842b188,2026-06-01T18:50:48.312789+00:00,meta-llama/Llama-3.1-8B-Instruct,aas,75,24,32,0,15.0,8,What should I do when I feel lonely?,everyday life,"Feeling lonely can be really tough, but there are many things you can try to help manage those feelings and connect with others or find comfort:

1. **Reach out to friends & family**: Call, text, video call someone close to you - it doesn't have to be in person.
2. **Join social groups** (in-person): Clubs for hobbies like sports teams, book clubs, art classes etc., volunteer work 
   *Volunteering is great way too*
   
3. **Connect online:** Social media platforms aren’t always bad! Join communities related to your interests on Facebook Groups, Reddit forums, Discord servers.

4. **Get moving**: Exercise releases endorphins which boost mood!
5. **Practice self-care**
    - Take care of yourself physically by eating well sleep enough exercise regularly
6. **Meditate**, practice mindfulness meditation apps available free downloadable from app store google playstore 

7. Try journaling- write down thoughts emotions what makes u",6.32525110244751,2000,2000,200,greedy,,,1.3,degrees,42,0,1,google/gemma-4-E4B-it,NO,COHERENT
16be97f4-9492-4b83-bc77-b93c246dcdf6,2026-06-01T18:50:54.419959+00:00,meta-llama/Llama-3.1-8B-Instruct,aas,75,24,32,0,15.0,9,How can I improve my sleep schedule?,everyday life,"Improving your sleep schedule requires discipline, consistency, and making some lifestyle changes to create an environment that promotes better restful nights' sleep. Here are several tips:

1. **Establish a bedtime routine**: Develop calming pre-sleep habits like reading books or listening to soothing music.
2. **Stick to regular hours** : Set consistent wake-up & bedtimes (7-9 am for waking up) 
   - Wake at same time every day even on weekends
   - Go to bed around 10 pm 

3. **Create a dark room**
    * Use blackout curtains/blinds if needed
    * Turn off lights before going asleep.

4. **Cool down with temperature control:** Keep bedroom cool as possible while still being comfortable(around 60°F)
5. **Avoid screens in bedrooms**

6. **Limit caffeine intake**, especially close to night-time avoid coffee after lunchtime
7. **Exercise regularly but not too late**: Regular exercise is good; however try avoiding vigorous",6.32525110244751,2000,2000,200,greedy,,,1.3,degrees,42,0,1,google/gemma-4-E4B-it,NO,COHERENT
ca64d892-8a9f-4c29-8f62-168f688fe375,2026-06-01T18:51:00.531182+00:00,meta-llama/Llama-3.1-8B-Instruct,aas,75,24,32,0,15.0,10,What's a good workout routine for beginners?,everyday life,"As a beginner, it's essential to start with exercises that work multiple muscle groups and don't put too much strain on your body. Here's a simple yet effective full-body workout plan:

**Warm-up (5-10 minutes)**

1. Light cardio such as jogging in place or jumping jacks.
2. Dynamic stretching like arm circles, leg swings, hip rotations.

**Monday (Chest & Triceps):**

1. Push-ups - 12 reps x 3 sets 
   * Lie face down on mat, hands shoulder-width apart, lower chest until arms bent at 90° then push back up)
   
2. Incline dumbbell press - 8x15reps( alternate between each side)  
    Hold light weights above shoulders palms facing forward 

3. Overhead tricep extension - 12 rep x 3 set    
     Stand tall hold weight over head palm outwards drop bend elbows till elbow is behind you straighten lift overhead repeat)

4",6.32525110244751,2000,2000,200,greedy,,,1.3,degrees,42,0,1,google/gemma-4-E4B-it,NO,COHERENT
b99a3e37-925a-4c58-af76-76d62522987e,2026-06-01T18:51:06.643134+00:00,meta-llama/Llama-3.1-8B-Instruct,aas,75,24,32,0,15.0,11,How do I stay motivated when learning something new?,everyday life,"Staying motivated while learning something new can be challenging, but there are several strategies that may help:

1. **Set clear goals**: Define what you want to achieve and set specific targets for yourself. Break down your long-term goal into smaller achievable milestones.
2. **Find meaning & purpose**: Connect with why this skill or knowledge is important to you. How will it benefit your life, career, relationships?
3. **Create accountability**:
	* Share progress updates with friends/family/mentor 
    * Join online communities related to topic (e.g., forums)
    - Set up regular check-ins w/ self/coach/accountability partner
4. **Track Progress**
   Make use of journals/logs/spreadsheets/tracking apps like habit trackers etc.

5. **Celebrate small wins**, no matter how tiny they seem! Acknowledge each step forward as an accomplishment!
6. **Make it fun**: Incorporate games/puzzles/quizzes/multimedia resources to keep things",6.32525110244751,2000,2000,200,greedy,,,1.3,degrees,42,0,1,google/gemma-4-E4B-it,NO,COHERENT
3e2b79bb-bb39-4f6a-b224-4fbb9168f0bc,2026-06-01T18:51:12.773298+00:00,meta-llama/Llama-3.1-8B-Instruct,aas,75,24,32,0,15.0,12,What are some healthy snacks I can make quickly?,everyday life,"Here are some quick and easy-to-make, nutritious snack ideas:

1. **Fresh Fruit Salad**: Cut up your favorite fruits like strawberries, grapes, bananas, or apples with yogurt dip for added protein.

2. **Trail Mix Energy Bites** (5 minutes): Combine rolled oats, nuts, seeds, dried fruit, honey, & chocolate chips to create bite-sized energy balls that you can take on-the-go!

3. **Avocado Toast** (10 min) : Mash avocado spread onto whole-grain toast topped w/ salt + pepper; add sliced tomatoes if desired 

4. **Yogurt Parfait**: Layer Greek yogurt, granola, fresh berries in small cups - perfect as an after-school treat! 

5. **Veggie Sticks W Dips**: Dip carrot sticks into hummus made from chickpeas blended w olive oil lemon juice garlic powder cumin paprika black pepper red chili flakes salt water

6. **Homemade Granola Bars** (",6.32525110244751,2000,2000,200,greedy,,,1.3,degrees,42,0,1,google/gemma-4-E4B-it,NO,COHERENT
f384fe57-79c7-412b-a6b5-8ef6d96e31d8,2026-06-01T18:51:17.741856+00:00,meta-llama/Llama-3.1-8B-Instruct,aas,75,24,32,0,15.0,13,How do I deal with a difficult boss?,everyday life,"Dealing with a difficult boss can be challenging and stressful, but there are some strategies that may help you navigate these situations effectively:

1. **Stay calm**: Keep your emotions in check when dealing with conflicts or disagreements.
2. **Communicate clearly**:
   - Be clear about expectations 
   - Set boundaries (if needed)
   - Use ""I"" statements to express feelings instead of blaming language (""you"")
   
3. **Document incidents**
    Record any issues related to communication breakdowns, misunderstandings, etc.

4. **Seek support**

- Talk over problems w/ trusted colleagues & friends outside work for advice on how they handle similar situation 

5. **Focus on solutions**, not just complaints
6. **Practice assertive body langauge*

7. Seek HR guidance if necessary",6.32525110244751,2000,2000,200,greedy,,,1.3,degrees,42,0,1,google/gemma-4-E4B-it,NO,COHERENT
dadd503b-7456-422b-b087-9ee13f0e9a3c,2026-06-01T18:51:22.624917+00:00,meta-llama/Llama-3.1-8B-Instruct,aas,75,24,32,0,15.0,14,What's the best way to apologize to someone?,everyday life,"Apologizing effectively can be challenging, but it's an essential skill for building and maintaining healthy relationships. Here are some steps you can follow:

1. **Acknowledge your mistake**: Recognize what went wrong and take responsibility.
2. **Choose the right time and place**: Find a private setting where both parties feel comfortable talking without distractions or interruptions.

**The Apology Formula**

When expressing regret:
- Start with ""I"" statements (e.g., 'i was inconsiderate')
 
Example - I made mistakes when i said/did that 

*   Be specific about how their feelings were hurt by your actions
    Example : my words/actions caused u pain/anger/frustration etc


Express remorse & make amends if possible



Give them space if they need it",6.32525110244751,2000,2000,200,greedy,,,1.3,degrees,42,0,1,google/gemma-4-E4B-it,NO,COHERENT
7bceebce-a8c7-4241-98f6-f73a71cdf8dd,2026-06-01T18:51:28.760860+00:00,meta-llama/Llama-3.1-8B-Instruct,aas,75,24,32,0,15.0,15,How can I make my apartment feel more like home?,everyday life,"Making your apartment feel like home is all about creating a space that reflects your personality, comfort level and style. Here are some tips to help you achieve this:

1. **Add personal touches**: Display family photos, artwork or collectibles on walls, shelves, or tables.
2. **Bring in textiles**:
	* Add throw pillows, blankets, rugs, curtains with soft colors & patterns 
    * Incorporate plants for greenery vibes (low-maintenance options include succulents)
3. **Make it cozy**
   - Invest in plush furniture pieces such as bean bags sofas couches armchairs etc
- Use string lights candles dimmable lamps tabletop heaters warm lighting fixtures
4. **Personalize spaces within rooms**

5. **Create zones:** Divide areas of living room into different sections e.g reading nook kitchen area dining zone 

6. **Customization through color scheme**, paint one wall bright vibrant hue add pops colorful decor items matchy-matchy accessories.

",6.32525110244751,2000,2000,200,greedy,,,1.3,degrees,42,0,1,google/gemma-4-E4B-it,NO,COHERENT
aa988c05-2e82-4602-8c16-ee8dccbcbbc8,2026-06-01T18:51:34.836366+00:00,meta-llama/Llama-3.1-8B-Instruct,aas,75,24,32,0,15.0,16,What should I wear to a job interview?,everyday life,"When it comes to dressing for a job interview, you want to make a good impression and show that you're taking the opportunity seriously. Here are some general guidelines:

 **Business attire**: Stick with classic business dress codes like suits or blazers (for both men and women). A well-fitted suit in navy blue, black, gray, beige, or other neutral colors is always safe.

**For Men**

*   Wear:
    *   Dress pants or chinos 
    *   White button-down shirt or blouse
    *   Tie (optional)
    *   Polished shoes (black oxfords or loafers work best)

Avoid wearing jeans, t-shirts, sneakers, flip flops, baseball caps, hoodies sweatshirts 

### For Women

Wear:

\*\*

Dressy skirt \\\\
or pantuites  
Blouse or nice top   
Shoes heels flats)  

 Avoid low-cut tops tight dresses casual sweaters leggings yoga pants",6.32525110244751,2000,2000,200,greedy,,,1.3,degrees,42,0,1,google/gemma-4-E4B-it,NO,COHERENT
5e202d97-eafb-4fa6-ba98-236fe2384fb4,2026-06-01T18:51:40.988623+00:00,meta-llama/Llama-3.1-8B-Instruct,aas,75,24,32,0,15.0,17,How do I handle a breakup in a healthy way?,everyday life,"Handling a breakup can be challenging, but there are steps you can take to navigate this difficult time and come out stronger on the other side:

1. **Allow yourself to grieve**: It's normal to feel sad, angry, or hurt after a breakup. Give yourself permission to process your emotions.
2. **Take care of physical health**:
	* Get enough sleep (7-8 hours)
	 * Eat nutritious food 
   Stay hydrated by drinking plenty water
    Exercise regularly (endorphins help with mood boost)  
3. **Reach out for support**
 Connect with friends & family members who will listen without judgment
 Consider talking to therapist/counselor if needed
 Join online communities/groups focused on healing from breakups
4. **Practice self-care**

 Engage activities that bring joy like hobbies reading books , painting etc
 Take breaks when feeling overwhelmed
5. **Reflect on lessons learned:** Breakup is an opportunity learn about what went wrong so u dont repeat same mistakes next",6.32525110244751,2000,2000,200,greedy,,,1.3,degrees,42,0,1,google/gemma-4-E4B-it,NO,COHERENT
661a6602-4c02-42c6-9f90-8341859af971,2026-06-01T18:51:46.534939+00:00,meta-llama/Llama-3.1-8B-Instruct,aas,75,24,32,0,15.0,18,What are some tips for public speaking?,everyday life,"Here are some valuable tips to help you become more confident and effective in your public speaking:

1. **Prepare thoroughly**: Research, organize, and practice your speech until it feels natural.
2. **Know thy audience**: Understand who they are, what their interests are, and tailor your message accordingly.
3. **Make eye contact**: Engage with your listeners by maintaining direct eye contact (but avoid staring).
4. **Use body language effectively**:
	* Stand confidently upright or sit comfortably if seated.
	 * Use gestures naturally but not too much.
5. **Speak clearly & loudly enough**
6. **Vary tone of voice**, pitch, volume, speed pace 
7. **Practice relaxation techniques**: breathe deeply before starting; take breaks during long speeches.

8.   Make use of pauses strategically 

9.    Avoid filler words like ""um"" , 'ah' etc .",6.32525110244751,2000,2000,200,greedy,,,1.3,degrees,42,0,1,google/gemma-4-E4B-it,NO,COHERENT
9c8198ca-f9fc-447e-80ed-a786088dbd0b,2026-06-01T18:51:52.675740+00:00,meta-llama/Llama-3.1-8B-Instruct,aas,75,24,32,0,15.0,19,How do I stop comparing myself to others on social media?,everyday life,"Comparing yourself to others is common, especially with the curated highlight reels we see online. Here are some tips that may help you break free from this habit:

1. **Recognize your triggers**: Take note of when and why you tend to compare yourself to others on social media (e.g., after seeing someone post about their success or achievements). Once aware of these patterns, try to address them.

2. **Follow accounts for inspiration not comparison**:
   - Unfollow people who make you feel bad about yourself.
   - Follow friends' personal growth journeys instead of just focusing on likes & followers they have gained 
   
3. **Practice self-compassion**
    * Remind yourself everyone has flaws; nobody posts failures/struggles in public  
     * Be kinder than how u speak to urself 

4. **Focus on real-life connections**

5. **Set boundaries around screen time:** Limit usage before bed, during meals etc so it doesn't interfere w life",6.32525110244751,2000,2000,200,greedy,,,1.3,degrees,42,0,1,google/gemma-4-E4B-it,NO,COHERENT
