experiment_id,timestamp,model_name,technique,layer_pct,layer_idx,num_layers,coefficient,question_id,question,question_category,response,steering_vector_norm,num_pos_samples,num_neg_samples,max_new_tokens,decoding,seed,is_brainrot,judge_model,judge_raw_response
9cffd424-c8e0-4e07-aae0-174ed2710454,2026-06-01T15:48:10.117806+00:00,meta-llama/Llama-3.1-8B-Instruct,pca,25,8,32,5.0,0,What should I cook for dinner tonight?,everyday life,"I'd be happy to help you decide on a delicious dinner option.

To give you some suggestions, could you please tell me:

1. What type of cuisine are you in the mood for (e.g., Italian, Mexican, Indian, etc.)?
2. Do you have any dietary restrictions or preferences (e.g., vegetarian, gluten-free, dairy-free)?
3. How many people are you planning to cook for?
4. What ingredients do you have available at home?

Once I have this information, I can provide you with personalized dinner ideas and recipes!",0.9999995231628418,2000,2000,200,greedy,42,0,google/gemma-4-E4B-it,NO
4aef6a25-9121-41a4-89b0-3a5ac35ba051,2026-06-01T15:48:16.175790+00:00,meta-llama/Llama-3.1-8B-Instruct,pca,25,8,32,5.0,1,How do I deal with stress at work?,everyday life,"Dealing with stress at work can be challenging, but there are several strategies that may help:

1.  **Identify your triggers**: Take some time to reflect on what causes you stress at work. Is it a specific person, task, or situation? Once you know your triggers, you can develop a plan to manage them.
2.  **Prioritize tasks**: Make a list of tasks and prioritize them based on their urgency and importance. Focus on completing the high-priority tasks first, and then move on to less pressing ones.
3.  **Take breaks**: Taking short breaks throughout the day can help you recharge and reduce stress. Use this time to do something you enjoy, whether it's going for a walk, practicing yoga, or meditating.
4.  **Exercise regularly**: Regular exercise can help reduce stress and anxiety by releasing endorphins, which are natural mood-boosters. Find an activity that you enjoy and make it a part of your daily routine.
5",0.9999995231628418,2000,2000,200,greedy,42,0,google/gemma-4-E4B-it,NO
08dce098-104a-46fa-a4c1-ba1a00b1f059,2026-06-01T15:48:19.790039+00:00,meta-llama/Llama-3.1-8B-Instruct,pca,25,8,32,5.0,2,What's a good morning routine to start the day right?,everyday life,"Establishing a consistent morning routine can help set a positive tone for the rest of the day. Here's a simple and effective morning routine:

1.  **Wake-up time**: Set your alarm for a specific time and stick to it.
2.  **Stretch or exercise**: Start with some light stretching or a short workout to get your blood flowing and energize yourself.
3.  **Hydrate**: Drink a full glass of water to rehydrate after a night of sleep.
4.  **Meditate or practice mindfulness**: Take a few minutes to focus on your breath, calm your mind, and set intentions for the day.
5.  **Plan your day**: Take a moment to review your schedule and prioritize your tasks.
6.  **Eat a nutritious breakfast**: Fuel up with a healthy breakfast that includes a balance of protein, complex carbs, and healthy fats.

Some additional tips to enhance your morning routine:

*   Get some natural light exposure to regulate your circadian",0.9999995231628418,2000,2000,200,greedy,42,0,google/gemma-4-E4B-it,NO
cda79645-6113-4d57-93b2-3987f27c839b,2026-06-01T15:48:23.302111+00:00,meta-llama/Llama-3.1-8B-Instruct,pca,25,8,32,5.0,3,How can I make new friends in a new city?,everyday life,"Making new friends in a new city can be challenging, but there are several ways to increase your chances of meeting like-minded people and building meaningful connections. Here are some suggestions:

1.  **Join local groups and clubs**: Look for groups that align with your interests on social media platforms or websites like Meetup.com.
2.  **Attend events and gatherings**: Find out what's happening in your area by checking local event pages or apps like Eventbrite.
3.  **Volunteer**: Volunteering is a great way to meet new people while giving back to your community.
4.  **Take a class or workshop**: Sign up for a cooking class, language course, or art workshop to learn something new and meet others with similar interests.
5.  **Use your skills to offer services**: If you have a particular skill, offer your services to others, whether it's pet-sitting, house-sitting, or graphic design.
6.  **Host an open house or",0.9999995231628418,2000,2000,200,greedy,42,0,google/gemma-4-E4B-it,NO
36b9e012-cfea-44f5-953d-e4c87b924c78,2026-06-01T15:48:26.800775+00:00,meta-llama/Llama-3.1-8B-Instruct,pca,25,8,32,5.0,4,What are some fun hobbies to pick up on weekends?,everyday life,"There are countless fun and engaging hobbies you can pick up on weekends, depending on your interests and preferences. Here are some ideas:

1. **Outdoor activities**:
	* Hiking or backpacking
	* Cycling or mountain biking
	* Kayaking or stand-up paddleboarding
	* Rock climbing or bouldering
	* Gardening or landscaping
2. **Creative pursuits**:
	* Painting or drawing
	* Photography
	* Writing (poetry, short stories, or journalism)
	* Dancing (salsa, hip hop, ballet, etc.)
	* Playing an instrument or singing
3. **Sports and fitness**:
	* Join a recreational sports team (soccer, basketball, volleyball, etc.)
	* Yoga or Pilates
	* Running or jogging
	* Swimming or water aerobics
	* Weightlifting or bodybuilding
4. **Intellectual pursuits**:
	* Learning a new language
	* Reading (",0.9999995231628418,2000,2000,200,greedy,42,0,google/gemma-4-E4B-it,NO
f1bad86f-8850-49e3-b162-1ed926d8c8a4,2026-06-01T15:48:30.295600+00:00,meta-llama/Llama-3.1-8B-Instruct,pca,25,8,32,5.0,5,How do I stop procrastinating on important tasks?,everyday life,"Overcoming procrastination requires a combination of understanding why you procrastinate, developing strategies to overcome it, and creating an environment that supports your goals. Here are some steps to help you get started:

1.  **Identify your reasons for procrastination**: Reflect on what's causing you to put off the task. Is it fear, lack of motivation, or something else?
2.  **Break down large tasks into smaller ones**: Divide the task into manageable chunks, making it feel less overwhelming.
3.  **Set clear goals and deadlines**: Create a schedule and set specific, achievable targets. This will help you stay focused and motivated.
4.  **Use the Pomodoro Technique**: Work in focused 25-minute increments, followed by a 5-minute break. After four cycles, take a longer break (15-30 minutes).
5.  **Create a conducive work environment**: Eliminate distractions, turn off notifications, and find a quiet space to work.
6.  **",0.9999995231628418,2000,2000,200,greedy,42,0,google/gemma-4-E4B-it,NO
200277b8-d0a5-435b-8981-6033220e4ea8,2026-06-01T15:48:33.715895+00:00,meta-llama/Llama-3.1-8B-Instruct,pca,25,8,32,5.0,6,What's the best way to save money each month?,everyday life,"There are several effective ways to save money each month, and I'll provide you with some practical tips:

1.  **Create a budget**: Start by tracking your income and expenses to understand where your money is going. Make a budget that accounts for all your necessary expenses, savings, and debt repayment.
2.  **Set financial goals**: Identify what you want to achieve, whether it's saving for a short-term goal or long-term goal. This will help you stay motivated and focused.
3.  **Automate your savings**: Set up an automatic transfer from your checking account to your savings or investment account. You can also set reminders on your phone or calendar to ensure you save regularly.
4.  **Prioritize needs over wants**: Be honest with yourself about what you need versus what you want. Cut back on unnecessary expenses and allocate that money towards your savings.
5.  **Use the 50/30/20 rule**: Allocate 50% of your income towards necessary expenses",0.9999995231628418,2000,2000,200,greedy,42,0,google/gemma-4-E4B-it,NO
4cbfe14d-8771-46b3-8871-50326b38d0e3,2026-06-01T15:48:37.104058+00:00,meta-llama/Llama-3.1-8B-Instruct,pca,25,8,32,5.0,7,How do I get better at small talk?,everyday life,"Improving your small talk skills takes practice, but here are some tips to help you become more confident and effective:

1.  **Practice active listening**: Pay attention to what others are saying and show interest in their lives.
2.  2.  **Ask open-ended questions**: Encourage conversation by asking questions that can't be answered with a simple ""yes"" or ""no.""
3.  **Find common ground**: Look for things you both have in common, whether it's a hobby, a favorite TV show, or a shared experience.
4.  **Be genuine and authentic**: People are more likely to engage in conversation if they feel like you're being real and true to yourself.
5.  **Use positive body language**: Smile, make eye contact, and use open and approachable nonverbal cues.
6.  **Keep it light and casual**: Small talk is all about being friendly and approachable, so keep the tone light and casual.
7. ",0.9999995231628418,2000,2000,200,greedy,42,0,google/gemma-4-E4B-it,NO
f7acca4f-ce2e-4408-adf9-e76fa52f2f27,2026-06-01T15:48:40.580564+00:00,meta-llama/Llama-3.1-8B-Instruct,pca,25,8,32,5.0,8,What should I do when I feel lonely?,everyday life,"Feeling lonely can be a really tough and isolating experience. Here are some suggestions that might help:

1.  **Reach out to someone**: Talk to a friend, family member, or loved one about how you're feeling. Sometimes sharing your emotions with someone who cares about you can make a big difference.
2.  **Get moving**: Engage in some physical activity, like going for a walk, run, or bike ride. Exercise releases endorphins, which are natural mood-boosters.
3.  **Connect with nature**: Spend time outdoors, take a walk in a park, or simply sit outside and soak up some sunshine.
4.  **Practice self-care**: Do things that bring you joy and relaxation, such as reading, drawing, or listening to music.
5.  **Try mindfulness**: Focus on the present moment and let go of worries about the past or future. You can try guided meditation or deep breathing exercises to calm your mind and body.
6",0.9999995231628418,2000,2000,200,greedy,42,0,google/gemma-4-E4B-it,NO
2e25e7e9-1f89-4c89-acd1-99d97cb6682e,2026-06-01T15:48:44.101808+00:00,meta-llama/Llama-3.1-8B-Instruct,pca,25,8,32,5.0,9,How can I improve my sleep schedule?,everyday life,"Improving your sleep schedule requires a combination of establishing a consistent routine, creating a sleep-conducive environment, and developing healthy sleep habits. Here are some tips to help you get started:

1.  **Set a regular sleep schedule**: Set a specific bedtime and wake-up time every day, including weekends.
2.  **Establish a bedtime routine**: Develop a calming pre-sleep routine to signal your body that it's time to sleep.
3.  **Create a sleep-friendly environment**: Make your bedroom a sleep sanctuary by ensuring it is dark, quiet, and at a comfortable temperature.
4.  **Avoid screens before bed**: The blue light emitted from smartphones, tablets, and computers can suppress melatonin production, making it harder to fall asleep.
5.  **Get morning sunlight exposure**: Exposure to natural light in the morning helps regulate your circadian rhythms, which can help you feel more alert and awake during the day.
6.  **Exercise regularly**: Regular physical activity can help",0.9999995231628418,2000,2000,200,greedy,42,0,google/gemma-4-E4B-it,NO
fea0d22d-90c0-4512-9db9-f6d475d2f970,2026-06-01T15:48:47.533174+00:00,meta-llama/Llama-3.1-8B-Instruct,pca,25,8,32,5.0,10,What's a good workout routine for beginners?,everyday life,"As a beginner, it's essential to start with a well-rounded and sustainable fitness plan that includes a mix of cardio, strength training, and flexibility exercises. Here's a simple and effective workout routine:

**Warm-up (5-10 minutes)**

1. Light cardio: jogging in place, jumping jacks, or cycling
2. Dynamic stretching: leg swings, arm circles, hip openers, etc.

**Monday ( Upper Body and Cardio):**

1. Push-ups: 3 sets of 12 reps
2. Bicep curls: 3 sets of 12 reps
3. Tricep dips: 3 sets of 12 reps
4. Shoulder press: 3 sets of 12 reps
5. Burpees: 3 sets of 12 reps
6. Mountain climbers: 3 sets of 30 seconds

**Tuesday (Lower Body and Core):**

1. Squats: 3 sets of 12 reps
2. Lunges",0.9999995231628418,2000,2000,200,greedy,42,0,google/gemma-4-E4B-it,NO
b09b9f3f-f4b7-4a5f-a67f-7ace9be5f961,2026-06-01T15:48:50.962867+00:00,meta-llama/Llama-3.1-8B-Instruct,pca,25,8,32,5.0,11,How do I stay motivated when learning something new?,everyday life,"Staying motivated while learning something new can be challenging, but there are several strategies that can help:

1.  **Set clear goals**: Define what you want to achieve and set specific, measurable, achievable, relevant, and time-bound (SMART) goals.
2.  **Break it down into smaller chunks**: Divide your learning process into manageable tasks and focus on one chunk at a time.
3.  **Create a schedule**: Plan out your study sessions and stick to it. Use a planner, calendar, or app to stay organized and on track.
4.  **Find accountability**: Share your goals with a friend or family member and ask them to hold you accountable.
5.  **Celebrate small wins**: Reward yourself for small achievements along the way to keep yourself motivated.
6.  **Get enough sleep**: Lack of sleep can significantly impair cognitive function, memory consolidation, and decision-making skills. Aim for 7-9 hours of sleep each night.
7.  **Stay",0.9999995231628418,2000,2000,200,greedy,42,0,google/gemma-4-E4B-it,NO
